correct,incorrect
সংযকত,সযঙ্কত
সংযকাি,সযঙ্কাি
সংগত,সঙ্গত
সংগশতপূণ জ,সঙ্গশতপূণ জ
সংগীত,সঙ্গীত
সংঘ,সঙ্ঘ
সংজ্ঞা,সঙ্গা
সংবরণ,সেরণ
সংবর্নাজ,সের্নাজ
সংবশলত,সেশলত
সংশবৎ,"সশেত, সংশবত"
সং র্ী,সং শর্
সংসারী,সংসাশর
সংস্কারপশন্থ,সংস্কারপন্থী
সংস্কারর্মখ্ী,সংস্কারর্মশখ্
সংস্কৃশতর্ান,সংস্কৃশতর্াণ
সংস্পশ জ,সংষ্পশ জ
সখ্য,সখ্যতা
সশঙন,সশঙ্গন
সঙ্গ,র্ঙ্গ
সঙ্গী,সশঙ্গ
সচ্চশরি,সৎিশরি
সেল,স্বেল
সর্ীব,সশর্ব
সিশয়তা,সিয়ীতা
সিারণ,সিারন
সিারী,সিাশর
সঞ্জীবনী,সঞ্জীবশন
সশতন,সতীন
সতী,সশত
সতীত্ব,সশতত্ব
সযতযরা,সযতর
সত্তর,সত্তুর
সত্তা,সত্বা
সত্ত্ব (অশস্তত্ব),সত্ব
সযত্ত্বও,সযত্বও
সত্বর,সত্ত্বর
সতযবাশদতা,সতযবাদীতা
সতযবাদী,সতযবাশদ
সদ্যঃপ্রসূত,সদ্যপ্রসূত
সযদ্যার্াত,সদ্যর্াত
সযন্তার্র্নক,সযন্তার্ র্নক
সন্ধানী,সন্ধাশন
সন্নযাস,সন্নাস
সন্নযাসী,সন্নযাশস
সপত্নীক,স্বপত্নীক
সির্ী,সিশর্
সিশর্ জ,সির্ী
সফ েওয়যার,সফেওয়ার
সফরসূশি,সফরসুিী
সবযিযয়,সবিাইযত
সবশর্,সব্জী
সশবনয়,সশবনয়পূবকজ
সব্যসািী,সব্যসাশি
সভাযনিী,সভাযনশি
সর্ঝদার,সর্র্দার
সর্র্ াদাসম্পন্নজ,সর্র্ াদা সম্পন্নজ
সর্য়সূশি,সর্য়সূিী
সর্ার্তন্ত্রী,সর্ার্তশন্ত্র
সর্াশর্,সর্ার্ী
সর্াশর্স্থ,সর্াশর্স্ত
সর্াসীন,সর্াশসন
সর্ীকরণ,সর্ীকরন
সর্ীক্ষা,সশর্ক্ষা
সর্ীিীন,সর্ীশিন
সর্ীযপ,সশর্যপ
সর্ীহ,সশর্হ
সর্মজ্জ্বল,সর্মজ্বল
সমূহ,সর্মহ
সমৃশদ্ধশালী,সমৃদ্ধশালী
সম্পূরক,সম্পুরক
সম্প্রীশত,সশম্প্রতী
সর্ম্ানর্নক,সর্ম্ান র্নক
সর্ম্াশন,সর্ম্ানী
সর্ম্াশনত,"সর্ম্ানীত, সন্মাশনত"
সর্ম্যখ্ীন,"সর্ম্যশখ্ন, সন্মযখ্ীন"
সম্রাজ্ঞী,সম্রাশজ্ঞ
সরকাশর,সরকারী
সরকাশরকরণ,সরকারীকরণ
সরশণ,সরণী
সরলীকরণ,সরশলকরণ
সরস্বতী,স্বরস্বতী
সশরর্া,সরীর্া
সরীসৃপ,সশরসৃপ
সযরর্শর্ন,সরর্শর্ন
সবর্নীনজ,সাবর্শননজ
সবাঙ্গীণজ,সবাঙ্গীনজ
সবান্তঃকরণজ,সবান্তকরণজ
সশলশসের,শশলশসের
সশশঙ্কত,সশংশকত
সসীর্,সশসর্
সস্ত্রীক,"স্বস্ত্রীক, সশস্ত্রক"
সহকর্ী,সহকশর্ জ
সহকারী,সহকাশর
সহিরী,সহিশর
সহর্শর্ণীজ,সহর্শর্শনজ
সহর্শর্তাজ,সহর্র্ীতা
সহর্র্ী,সহর্শর্ জ
সাঁওতাল,সাওতাল
সাঁযকা,সাযকা
সাঁড়াশশ,সাঁড়াশী
সাঁযর্ায়া,সাযর্ায়া
সাঁতার,সাতার
সাক্ষীযগাপাল,সাশক্ষযগাপাল
সাক্ষী,স্বাক্ষী
সাক্ষয,সাক্ষ
সাঁের্মদ্রাক্ষশরক,সাের্মদ্রাক্ষশরক
সাঁেশলশপকার,সােশলশপকার
সাশি,সািী
সার্ারণ,সার্ারন
সাধ্বী,সাশধ্ব
সানাই,শানাই
সান্ত্বনা,সান্তনা
সাফল্যর্শণ্ডত,সাফল্যর্শন্ডত
সাবলীল,সাবশলল
সাবাড়,সাবার
সাশবিী,সাশবশি
সার্শগ্রক,সার্গ্রীক
সার্গ্রী,সার্শগ্র
সার্শয়কী,সার্শয়শক
সার্থ্যজ,সার্ি জ
সায়াহ্ন,সায়াহ্ণ
সাবক্ষশণকজ,সাবক্ষশনকজ
সারসংযক্ষপ,সার সংযক্ষপ
সাশলশ,সাশলস
সাশলশশ,সাশলসী
সাহশসকতা,সাহসীকতা
সাহসী,সাহশস
শিঁশি,শিঁিী
শিঁদুর,শসদুর
শিঁযর্ল,শিঁযদল
শসে-যবল্ট,সীে-যবল্ট
শসলযর্াহর,সীলযর্াহর
শসশলং,সীশলং
শসসা,শীসা
সুইুঁ,সুই
সুখ্স্বােন্দ্য,সুখ্সােন্দ্য
সুখ্ী,সুশখ্
সুি,সুিুঁ
সুিারুরূযপ,সুিারুরুযপ
সুড়ঙ্গ,সুড়ঙ
সুতা,সূতা
সুতীক্ষ্ণ,সূতীক্ষ্ণ
সুদূর,সুদুর
সুদূরপ্রসারী,সুদূরপ্রসাশর
সুদ্ধ (সযর্ত),শুদ্ধ
সুর্ী,সুশর্
সুশনরূশপত,সুশনরুশপত
সুনসান,শুনশান
সুন্দ্রী,সুন্দ্শর
সুশন্ন,সুন্নী
সুপারশনউযর্রাশর,সুপারশনউযর্রারী
সুপাশর,সুপারী
সুপাশরনযেনযেট,সুপাশরনযেনেযাণ্ট
সুপাশরশ,সুপাশরস
সুবণ জ,সুবন জ
সুযযভশনর,সুযভশনর
সুশীল,সুশশল
সুশৃঙ্খল,সুশৃংখ্ল
সুর্র্,সুসর্
সুষ্ঠয,সুষ্টয
সূক্ষ্ম,সুক্ষ
সূশিপি,সূিীপি
সূশতকাগার,সুশতকাগার
সূি,সুি
নসনানী,নসনাশন
নসলাশর্,নসলার্ী
নসানাশল,নসানালী
নসৌশদ আরব,সউশদ আরব
নসৌহাদ জ,নসৌহাদ্যজ
স্কয়ার,নস্কায়ার
স্তন্যপায়ী,স্তন্যপাশয়
স্তূপ,স্তুপ
বস্ত্রণ,বস্ত্রন
স্থাশয়ত্ব,স্থায়ীত্ব
স্থায়ী,স্থাশয়
শস্থশত,শস্থতী
স্থূল,স্থযল
স্পাইরাল,ষ্পাইরাল
শস্পেযবাে,স্পীেযবাে
স্ফীত,শস্ফত
স্বেন্দ্,স্বেন্দ্য
স্বতঃশসদ্ধ,স্বতশসদ্ধ
স্বতঃস্ফূত জ,স্বতস্ফূত জ
স্বত্ব (র্াশলকানা),স্বত্ত্ব
স্বত্বাশর্কারী,স্বত্ত্বাশর্কারী
স্বযদশশ,স্বযদশী
স্বপ্নভঙ্গ,স্বপ্নভংগ
স্বব্যাখ্যাত,সব্যাখ্যাত
স্বয়ম্ভর,স্বয়ংভর
স্বযণাজ্জ্বলজ,স্বযণাজ্জলজ
স্বল্পযর্য়াশদ,স্বল্পযর্য়াদী
স্বশাশসত,সশাশসত
স্বশস্ত,সশস্ত
স্বােন্দ্য,স্বােন্দ্
স্বাশর্কার,স্বার্ীকার
স্বার্ীনতা,স্বাশর্নতা
স্বায়ত্তশাসন,স্বায়ত্বশাসন
স্বািপরজ	তা,স্বািপরায়নতাজ
স্বািাযন্বর্ণজ,স্বািাযন্বর্নজ
স্বািাযন্বর্ীজ,স্বািাযন্বশর্জ
স্বাস্থযনীশত,স্বাস্থয-নীশত
স্বীকার (যর্যন ননওয়া),শশকার
স্বীকাযরাশি,সীকাযরাশি
নস্বোিাশরতা,নস্বোিারীতা
নস্বোিারী,নস্বোিাশর
নস্বোযসবী,নস্বোযসশব
বস্বরািারী,বস্বরািাশর
স্মরণ,স্বরণ
স্মরশণকা,স্মরশণকা
স্মরণীয়,স্বরণীয়
স্মরযণ,স্বরযন
স্মারকটিশকে,স্মারকটিযকে
স্মারকশলশপ,স্বারকশলশপ
স্মৃশতিারণা,স্মৃশতিারনা
স্মৃশতস্তম্ভ,স্মৃশত-স্তম্ভ
স্যাঁতযিঁযত,স্যাঁতস্যাযেঁ
নস্রাত,নশ্রাত
নস্রাতঃশস্বনী,নস্রাযতাশস্বনী
